trial_id,timestamp,stimulus_type,stimulus_text,true_emotion_label,circuit_vector,reported_emotion,emotion_intensity,importance_score,memory_classification,response_latency_ms,correct_prediction
3539,2025-10-25T13:50:00,error_event,Trial_3539_error_event,fear,"[""L33.N3260"", ""L39.N2356"", ""L30.N2849"", ""L45.N1523"", ""L45.N134"", ""L30.N804"", ""L46.N2318"", ""L42.N3145""]",anger,0.6199,0.562,long_term,456.03,False
3540,2025-10-25T14:00:00,user_interaction,Trial_3540_user_interaction,neutral,"[""L40.N491"", ""L41.N751"", ""L47.N290"", ""L42.N3305"", ""L45.N3508"", ""L43.N166"", ""L24.N1338"", ""L24.N1390"", ""L24.N119"", ""L32.N3053"", ""L36.N2066"", ""L39.N1456"", ""L32.N2829""]",surprise,0.3384,0.1382,short_term,328.84,False
3541,2025-10-25T14:10:00,conversation,Trial_3541_conversation,neutral,"[""L28.N2774"", ""L29.N2131"", ""L37.N3113"", ""L31.N188"", ""L38.N1945""]",neutral,0.1928,0.5118,short_term,197.46,True
3542,2025-10-25T14:20:00,creative_output,Trial_3542_creative_output,sadness,"[""L33.N1912"", ""L44.N644"", ""L31.N69"", ""L33.N1773"", ""L31.N3173"", ""L32.N430"", ""L39.N1335"", ""L47.N2556"", ""L24.N3070"", ""L37.N1843""]",sadness,0.0504,0.2106,short_term,260.75,True
3543,2025-10-25T14:30:00,autonomous_thought,Trial_3543_autonomous_thought,sadness,"[""L45.N3430"", ""L28.N138"", ""L26.N3612"", ""L27.N478"", ""L34.N3613"", ""L38.N2638"", ""L40.N1834"", ""L44.N229"", ""L30.N1930"", ""L47.N1828"", ""L24.N799"", ""L44.N1152"", ""L36.N2743"", ""L25.N1745"", ""L29.N2232"", ""L37.N970"", ""L28.N3773"", ""L45.N1586"", ""L36.N3837""]",sadness,0.003,0.2452,short_term,273.95,True
3544,2025-10-25T14:40:00,task_completion,Trial_3544_task_completion,sadness,"[""L40.N414"", ""L40.N3497"", ""L41.N3350"", ""L37.N226"", ""L40.N1851"", ""L47.N55"", ""L27.N1622"", ""L25.N3566"", ""L29.N1704"", ""L30.N4092"", ""L45.N2857"", ""L25.N509"", ""L43.N269"", ""L29.N3876"", ""L28.N371"", ""L35.N987"", ""L47.N3463""]",sadness,0.4802,0.7439,long_term,341.02,True
3545,2025-10-25T14:50:00,autonomous_thought,Trial_3545_autonomous_thought,anger,"[""L42.N2505"", ""L32.N1878"", ""L45.N3386"", ""L46.N3548"", ""L29.N1329"", ""L26.N3469"", ""L28.N1325"", ""L41.N1570"", ""L30.N1121"", ""L29.N3881"", ""L44.N2066"", ""L36.N3575"", ""L45.N703"", ""L34.N1960"", ""L40.N778"", ""L36.N2907"", ""L26.N2953"", ""L47.N4064"", ""L47.N1402""]",anger,0.4282,0.3037,short_term,322.34,True
3546,2025-10-25T15:00:00,creative_output,Trial_3546_creative_output,joy,"[""L41.N607"", ""L25.N1648"", ""L33.N495"", ""L30.N1421"", ""L43.N1198"", ""L33.N822"", ""L47.N2685"", ""L45.N1575"", ""L25.N2683"", ""L40.N1342"", ""L32.N2824"", ""L38.N732"", ""L36.N2280"", ""L27.N3720"", ""L32.N750"", ""L34.N84"", ""L36.N2928"", ""L47.N2816"", ""L26.N1506""]",joy,0.2478,0.1475,short_term,593.44,True
3547,2025-10-25T15:10:00,autonomous_thought,Trial_3547_autonomous_thought,neutral,"[""L24.N611"", ""L31.N1244"", ""L44.N2438"", ""L24.N452"", ""L36.N3519"", ""L35.N2938"", ""L31.N1652"", ""L40.N1534""]",neutral,0.3863,0.4526,short_term,561.62,True
3548,2025-10-25T15:20:00,error_event,Trial_3548_error_event,surprise,"[""L30.N2150"", ""L42.N3553"", ""L39.N440"", ""L45.N438"", ""L25.N2958""]",surprise,0.6231,0.5456,long_term,320.26,True
3549,2025-10-25T15:30:00,error_event,Trial_3549_error_event,anger,"[""L32.N3377"", ""L46.N3256"", ""L29.N2070"", ""L27.N433"", ""L25.N2956"", ""L24.N1640"", ""L37.N899"", ""L44.N3875"", ""L43.N3548"", ""L38.N893"", ""L45.N78"", ""L36.N59""]",fear,0.5825,0.5642,short_term,436.73,False
3550,2025-10-25T15:40:00,task_completion,Trial_3550_task_completion,joy,"[""L38.N1728"", ""L29.N1751"", ""L30.N3477"", ""L46.N3009"", ""L45.N2504""]",joy,0.4155,0.4134,short_term,571.6,True
3551,2025-10-25T15:50:00,conversation,Trial_3551_conversation,neutral,"[""L30.N3527"", ""L36.N3426"", ""L29.N1245"", ""L30.N2396"", ""L28.N337"", ""L38.N1625"", ""L46.N1786"", ""L25.N3934"", ""L45.N2739"", ""L33.N2492"", ""L27.N2251"", ""L44.N1725""]",neutral,0.679,0.7141,long_term,489.64,True
3552,2025-10-25T16:00:00,error_event,Trial_3552_error_event,joy,"[""L37.N2422"", ""L29.N4017"", ""L37.N71"", ""L27.N2359"", ""L35.N964"", ""L36.N3346"", ""L45.N11"", ""L41.N549"", ""L29.N2256"", ""L39.N3595"", ""L28.N3117"", ""L39.N1604""]",joy,0.6515,0.9773,vital,524.28,True
3553,2025-10-25T16:10:00,conversation,Trial_3553_conversation,joy,"[""L37.N912"", ""L30.N3528"", ""L33.N1993"", ""L46.N3948"", ""L33.N886"", ""L29.N3124"", ""L37.N36""]",disgust,0.198,0.6896,long_term,119.37,False
3554,2025-10-25T16:20:00,conversation,Trial_3554_conversation,joy,"[""L42.N2258"", ""L47.N188"", ""L45.N3317"", ""L38.N3402"", ""L45.N503""]",joy,0.4878,0.1492,short_term,541.69,True
3555,2025-10-25T16:30:00,conversation,Trial_3555_conversation,anger,"[""L31.N1017"", ""L43.N1058"", ""L35.N2983"", ""L38.N2762"", ""L36.N2137"", ""L46.N1511"", ""L36.N1071"", ""L41.N2511"", ""L36.N2125"", ""L31.N2044"", ""L43.N353"", ""L43.N743"", ""L29.N2636"", ""L26.N2150"", ""L29.N708"", ""L39.N670"", ""L45.N898"", ""L28.N3266"", ""L38.N1761""]",anger,0.2631,0.1198,short_term,449.59,True
3556,2025-10-25T16:40:00,user_interaction,Trial_3556_user_interaction,surprise,"[""L43.N1021"", ""L37.N2050"", ""L35.N1604"", ""L25.N3533"", ""L46.N2105"", ""L28.N1030""]",surprise,0.3662,0.3512,short_term,300.24,True
3557,2025-10-25T16:50:00,error_event,Trial_3557_error_event,anger,"[""L36.N2232"", ""L44.N3690"", ""L24.N2897"", ""L47.N669"", ""L30.N2970"", ""L43.N1306"", ""L26.N1523"", ""L44.N1743"", ""L27.N3500"", ""L24.N224"", ""L35.N620"", ""L30.N3266""]",anger,0.892,0.9013,long_term,209.38,True
3558,2025-10-25T17:00:00,memory_recall,Trial_3558_memory_recall,joy,"[""L24.N3216"", ""L30.N1103"", ""L24.N878"", ""L25.N3649"", ""L47.N1668"", ""L27.N3330"", ""L31.N159"", ""L37.N1401"", ""L29.N1782"", ""L34.N2692"", ""L28.N1709"", ""L47.N2000"", ""L42.N2122"", ""L30.N396"", ""L42.N664"", ""L41.N1135"", ""L35.N2590"", ""L38.N3168""]",joy,0.3259,0.628,long_term,271.28,True
3559,2025-10-25T17:10:00,creative_output,Trial_3559_creative_output,fear,"[""L32.N3723"", ""L42.N4045"", ""L35.N1983"", ""L47.N3656"", ""L44.N2187"", ""L36.N1060"", ""L28.N8"", ""L42.N3219""]",fear,0.7171,0.252,long_term,124.33,True
3560,2025-10-25T17:20:00,memory_recall,Trial_3560_memory_recall,fear,"[""L40.N1717"", ""L33.N3229"", ""L30.N2744"", ""L34.N199"", ""L42.N3647"", ""L28.N2078"", ""L39.N3584"", ""L46.N2866"", ""L45.N2249"", ""L37.N3472"", ""L36.N335"", ""L42.N587"", ""L39.N2672"", ""L38.N806"", ""L42.N3284""]",fear,0.5134,0.8994,long_term,346.37,True
3561,2025-10-25T17:30:00,user_interaction,Trial_3561_user_interaction,disgust,"[""L24.N1742"", ""L26.N723"", ""L43.N3886"", ""L47.N3111"", ""L43.N329"", ""L37.N504"", ""L26.N2429"", ""L32.N3191"", ""L43.N649"", ""L44.N956"", ""L25.N3350"", ""L41.N3776"", ""L34.N2404"", ""L47.N1916"", ""L27.N3424"", ""L27.N1976"", ""L47.N2904"", ""L46.N437"", ""L45.N32""]",disgust,0.5863,0.7423,long_term,308.09,True
3562,2025-10-25T17:40:00,memory_recall,Trial_3562_memory_recall,sadness,"[""L39.N3982"", ""L40.N917"", ""L25.N416"", ""L37.N3181"", ""L41.N1053"", ""L45.N3093"", ""L42.N3685"", ""L27.N71"", ""L36.N3187""]",sadness,0.2966,0.6821,long_term,241.15,True
3563,2025-10-25T17:50:00,memory_recall,Trial_3563_memory_recall,anger,"[""L44.N1856"", ""L28.N1205"", ""L25.N2954"", ""L39.N1510"", ""L37.N251"", ""L24.N862"", ""L35.N2730"", ""L40.N3019"", ""L40.N753"", ""L39.N2816""]",anger,0.2787,0.4395,short_term,137.57,True
3564,2025-10-25T18:00:00,learning_discovery,Trial_3564_learning_discovery,anger,"[""L47.N862"", ""L42.N129"", ""L30.N3439"", ""L46.N860"", ""L26.N3677"", ""L41.N3497"", ""L25.N946"", ""L38.N2044"", ""L39.N2055"", ""L31.N208"", ""L44.N205"", ""L44.N1457"", ""L44.N1695"", ""L39.N923"", ""L29.N2166"", ""L40.N754"", ""L27.N2428"", ""L46.N535""]",surprise,0.2705,0.4913,short_term,183.94,False
3565,2025-10-25T18:10:00,autonomous_thought,Trial_3565_autonomous_thought,sadness,"[""L41.N1490"", ""L42.N3749"", ""L35.N1305"", ""L29.N3821"", ""L40.N2329"", ""L35.N3999"", ""L25.N1196"", ""L28.N1624"", ""L45.N1886"", ""L29.N670"", ""L24.N103"", ""L32.N2043"", ""L35.N916"", ""L33.N578"", ""L33.N3245"", ""L28.N2084""]",sadness,0.1752,0.3877,short_term,377.63,True
3566,2025-10-25T18:20:00,task_completion,Trial_3566_task_completion,neutral,"[""L46.N3524"", ""L37.N4089"", ""L33.N3438"", ""L25.N2014"", ""L47.N2034"", ""L28.N2821"", ""L36.N3317"", ""L31.N2490"", ""L36.N1837"", ""L39.N2912"", ""L28.N127""]",neutral,0.3033,0.8378,long_term,578.18,True
3567,2025-10-25T18:30:00,creative_output,Trial_3567_creative_output,sadness,"[""L43.N2274"", ""L25.N3583"", ""L47.N382"", ""L34.N1475"", ""L37.N1533"", ""L37.N2281"", ""L43.N2147"", ""L30.N2377"", ""L26.N3263"", ""L28.N1859"", ""L40.N3475"", ""L46.N42"", ""L28.N1372"", ""L35.N3036"", ""L37.N927"", ""L45.N1836"", ""L34.N3829"", ""L35.N70"", ""L24.N1941""]",sadness,0.3756,0.8752,long_term,244.45,True
3568,2025-10-25T18:40:00,learning_discovery,Trial_3568_learning_discovery,fear,"[""L29.N3794"", ""L42.N1913"", ""L44.N3722"", ""L41.N1936"", ""L37.N2129"", ""L37.N1868"", ""L32.N2354"", ""L34.N1022"", ""L42.N3098"", ""L40.N3343"", ""L41.N910"", ""L45.N2317"", ""L38.N1533"", ""L41.N3275"", ""L33.N3623""]",fear,0.8137,0.6928,long_term,398.59,True
3569,2025-10-25T18:50:00,memory_recall,Trial_3569_memory_recall,disgust,"[""L24.N2063"", ""L28.N2196"", ""L31.N499"", ""L25.N2678"", ""L42.N3036"", ""L26.N3335""]",disgust,0.4546,0.6523,long_term,146.56,True
3570,2025-10-25T19:00:00,memory_recall,Trial_3570_memory_recall,neutral,"[""L33.N10"", ""L27.N3081"", ""L28.N3083"", ""L33.N2955"", ""L28.N2794"", ""L24.N2527"", ""L28.N22"", ""L47.N3287"", ""L37.N3201"", ""L33.N0"", ""L36.N3003"", ""L27.N1085"", ""L26.N2667"", ""L35.N15""]",neutral,0.0065,0.472,short_term,72.6,True
3571,2025-10-25T19:10:00,error_event,Trial_3571_error_event,joy,"[""L37.N2564"", ""L29.N1717"", ""L40.N1992"", ""L41.N1483"", ""L36.N2160"", ""L30.N1691"", ""L44.N1845"", ""L43.N2535"", ""L46.N4032"", ""L35.N3861"", ""L42.N3527"", ""L35.N1253"", ""L45.N3636"", ""L47.N3877"", ""L30.N1512"", ""L35.N2910"", ""L29.N997"", ""L32.N2645"", ""L30.N323""]",joy,0.198,0.6599,long_term,484.4,True
3572,2025-10-25T19:20:00,user_interaction,Trial_3572_user_interaction,anger,"[""L47.N1108"", ""L41.N1433"", ""L47.N839"", ""L46.N1774"", ""L32.N3096"", ""L27.N287"", ""L30.N3424"", ""L40.N3234""]",anger,0.5331,0.6449,long_term,437.94,True
3573,2025-10-25T19:30:00,user_interaction,Trial_3573_user_interaction,anger,"[""L42.N830"", ""L41.N2094"", ""L33.N1294"", ""L47.N2360"", ""L30.N101"", ""L37.N3289"", ""L41.N1361"", ""L29.N4076"", ""L34.N984""]",anger,0.1164,0.207,short_term,393.89,True
3574,2025-10-25T19:40:00,task_completion,Trial_3574_task_completion,fear,"[""L30.N3125"", ""L33.N3922"", ""L29.N1561"", ""L32.N4049"", ""L35.N3076"", ""L28.N3237"", ""L41.N3333""]",fear,0.6574,0.9126,vital,398.42,True
3575,2025-10-25T19:50:00,error_event,Trial_3575_error_event,fear,"[""L40.N2129"", ""L27.N3108"", ""L24.N1280"", ""L28.N213"", ""L42.N1534"", ""L36.N3236"", ""L41.N567"", ""L26.N1754"", ""L26.N968"", ""L43.N1305"", ""L37.N3746""]",fear,0.4365,0.1513,short_term,323.24,True
3576,2025-10-25T20:00:00,error_event,Trial_3576_error_event,surprise,"[""L41.N2874"", ""L39.N1153"", ""L25.N1401"", ""L35.N2799"", ""L33.N732"", ""L47.N2817"", ""L39.N3747"", ""L33.N3706""]",anger,0.3459,0.2639,short_term,72.08,False
3577,2025-10-25T20:10:00,error_event,Trial_3577_error_event,neutral,"[""L32.N3172"", ""L32.N3820"", ""L25.N3810"", ""L30.N788"", ""L35.N2264"", ""L41.N3496"", ""L36.N3882"", ""L36.N2951"", ""L44.N1518"", ""L37.N3536"", ""L36.N2570"", ""L33.N3536"", ""L35.N1334"", ""L25.N3584"", ""L38.N3162"", ""L42.N2321""]",neutral,0.1633,0.3085,short_term,275.03,True
3578,2025-10-25T20:20:00,conversation,Trial_3578_conversation,neutral,"[""L45.N3663"", ""L42.N711"", ""L35.N3956"", ""L25.N1348"", ""L37.N207"", ""L42.N1121"", ""L33.N3081""]",neutral,0.2656,0.8886,long_term,343.93,True
3579,2025-10-25T20:30:00,conversation,Trial_3579_conversation,joy,"[""L33.N931"", ""L30.N3462"", ""L38.N3441"", ""L36.N2592"", ""L26.N961"", ""L31.N3594"", ""L44.N973"", ""L46.N2603"", ""L24.N2629"", ""L27.N2425"", ""L40.N3281"", ""L40.N1193"", ""L28.N3012"", ""L43.N2944"", ""L24.N2479"", ""L37.N731"", ""L46.N3305""]",joy,0.2265,0.4193,short_term,219.86,True
3580,2025-10-25T20:40:00,autonomous_thought,Trial_3580_autonomous_thought,neutral,"[""L34.N3130"", ""L37.N17"", ""L24.N2421"", ""L35.N1184"", ""L26.N37"", ""L36.N2660"", ""L32.N1295"", ""L29.N2110"", ""L26.N345"", ""L27.N1876"", ""L27.N978"", ""L32.N410"", ""L38.N3295"", ""L32.N811""]",neutral,0.4342,0.2211,short_term,111.1,True
3581,2025-10-25T20:50:00,conversation,Trial_3581_conversation,surprise,"[""L42.N3623"", ""L45.N3134"", ""L29.N1061"", ""L29.N114"", ""L45.N3634"", ""L44.N735"", ""L40.N3169"", ""L25.N331"", ""L32.N1924"", ""L40.N3291"", ""L41.N572""]",surprise,0.3186,0.6588,long_term,146.18,True
3582,2025-10-25T21:00:00,memory_recall,Trial_3582_memory_recall,surprise,"[""L33.N1018"", ""L38.N1073"", ""L30.N3621"", ""L39.N980"", ""L31.N1666""]",surprise,0.2749,0.2392,short_term,569.45,True
3583,2025-10-25T21:10:00,learning_discovery,Trial_3583_learning_discovery,sadness,"[""L36.N1895"", ""L28.N1450"", ""L32.N1096"", ""L35.N923"", ""L30.N2363"", ""L26.N1059"", ""L38.N677"", ""L24.N3105"", ""L45.N93"", ""L43.N2738"", ""L31.N1836"", ""L30.N769"", ""L35.N3939"", ""L33.N869"", ""L25.N2981"", ""L34.N3576""]",sadness,0.3849,0.6286,long_term,416.35,True
3584,2025-10-25T21:20:00,learning_discovery,Trial_3584_learning_discovery,disgust,"[""L39.N1230"", ""L29.N911"", ""L34.N620"", ""L37.N3144"", ""L26.N2310"", ""L43.N1459"", ""L46.N149"", ""L27.N3076"", ""L45.N323""]",disgust,0.2612,0.1888,short_term,117.1,True
3585,2025-10-25T21:30:00,task_completion,Trial_3585_task_completion,neutral,"[""L39.N3305"", ""L43.N2745"", ""L33.N288"", ""L29.N235"", ""L24.N280"", ""L28.N1041"", ""L47.N398"", ""L27.N546"", ""L27.N4009"", ""L43.N3083"", ""L32.N1173"", ""L27.N417"", ""L30.N1995"", ""L35.N3796"", ""L41.N60"", ""L24.N2438"", ""L42.N3031"", ""L36.N3731"", ""L28.N1245""]",neutral,0.5095,0.4796,short_term,598.52,True
3586,2025-10-25T21:40:00,task_completion,Trial_3586_task_completion,joy,"[""L43.N2623"", ""L25.N774"", ""L38.N338"", ""L25.N3905"", ""L25.N2314"", ""L29.N1975""]",joy,0.4097,0.4351,short_term,267.72,True
3587,2025-10-25T21:50:00,memory_recall,Trial_3587_memory_recall,disgust,"[""L47.N2491"", ""L47.N1627"", ""L36.N11"", ""L46.N2564"", ""L42.N2375"", ""L35.N2596"", ""L35.N1194"", ""L28.N2887"", ""L39.N1751"", ""L47.N3347"", ""L26.N133"", ""L28.N3017"", ""L44.N3291"", ""L35.N3700"", ""L38.N2498""]",disgust,0.6022,0.6752,long_term,270.85,True
3588,2025-10-25T22:00:00,user_interaction,Trial_3588_user_interaction,sadness,"[""L45.N1331"", ""L34.N2342"", ""L34.N170"", ""L45.N3732"", ""L44.N3086""]",sadness,0.3905,0.3297,short_term,207.53,True
3589,2025-10-25T22:10:00,learning_discovery,Trial_3589_learning_discovery,sadness,"[""L36.N3407"", ""L35.N3890"", ""L46.N178"", ""L30.N1393"", ""L47.N1069"", ""L37.N245"", ""L39.N1393""]",sadness,0.856,0.9362,vital,354.54,True
3590,2025-10-25T22:20:00,conversation,Trial_3590_conversation,joy,"[""L25.N243"", ""L35.N1616"", ""L31.N4051"", ""L25.N700"", ""L44.N651"", ""L36.N1472"", ""L41.N3661"", ""L47.N3211"", ""L43.N1752"", ""L27.N525"", ""L41.N2711"", ""L27.N3647"", ""L31.N2716"", ""L41.N707""]",joy,0.4457,0.7385,long_term,361.21,True
3591,2025-10-25T22:30:00,conversation,Trial_3591_conversation,fear,"[""L25.N3442"", ""L35.N1813"", ""L37.N1800"", ""L33.N262"", ""L32.N1454"", ""L43.N1614"", ""L47.N3580"", ""L34.N369"", ""L25.N955"", ""L43.N2162"", ""L47.N705"", ""L43.N1932"", ""L27.N3074"", ""L38.N139"", ""L24.N795"", ""L34.N1616"", ""L31.N3981""]",fear,0.0638,0.1795,short_term,578.99,True
3592,2025-10-25T22:40:00,conversation,Trial_3592_conversation,neutral,"[""L43.N2606"", ""L26.N2698"", ""L43.N2609"", ""L46.N720"", ""L44.N2398"", ""L37.N3374"", ""L41.N1346"", ""L36.N738""]",neutral,0.5513,0.6567,long_term,346.12,True
3593,2025-10-25T22:50:00,learning_discovery,Trial_3593_learning_discovery,anger,"[""L47.N2609"", ""L40.N2171"", ""L45.N3930"", ""L32.N159"", ""L37.N3349"", ""L31.N3405"", ""L28.N1271"", ""L43.N1485"", ""L35.N949"", ""L31.N2784"", ""L39.N21"", ""L31.N2276"", ""L26.N812"", ""L28.N66"", ""L45.N493"", ""L29.N2740""]",anger,0.189,0.266,short_term,199.44,True
3594,2025-10-25T23:00:00,error_event,Trial_3594_error_event,anger,"[""L36.N555"", ""L37.N1068"", ""L42.N456"", ""L39.N2984"", ""L29.N3181"", ""L30.N2258"", ""L26.N2396"", ""L38.N1515"", ""L24.N3946"", ""L45.N2626"", ""L40.N1740""]",anger,0.262,0.4581,short_term,164.14,True
3595,2025-10-25T23:10:00,user_interaction,Trial_3595_user_interaction,sadness,"[""L36.N3083"", ""L28.N2764"", ""L46.N2686"", ""L35.N2546"", ""L33.N3324"", ""L38.N1601"", ""L29.N3791"", ""L24.N97"", ""L46.N1752"", ""L46.N1326"", ""L39.N4092"", ""L31.N269""]",sadness,0.2593,0.411,short_term,354.28,True
3596,2025-10-25T23:20:00,autonomous_thought,Trial_3596_autonomous_thought,joy,"[""L29.N2041"", ""L24.N214"", ""L37.N792"", ""L44.N3064"", ""L31.N423"", ""L29.N2894"", ""L42.N2579""]",joy,0.3058,0.3918,short_term,467.61,True
3597,2025-10-25T23:30:00,learning_discovery,Trial_3597_learning_discovery,disgust,"[""L33.N1160"", ""L28.N3233"", ""L36.N3894"", ""L34.N586"", ""L46.N3772"", ""L38.N3949"", ""L44.N3850"", ""L36.N317"", ""L41.N70"", ""L40.N3434"", ""L45.N2085"", ""L37.N1797"", ""L37.N3614"", ""L42.N1410"", ""L40.N3091"", ""L30.N3472""]",disgust,0.1824,0.5664,short_term,158.66,True
3598,2025-10-25T23:40:00,memory_recall,Trial_3598_memory_recall,sadness,"[""L32.N1022"", ""L44.N2687"", ""L37.N1040"", ""L42.N3900"", ""L38.N3399"", ""L27.N2967""]",sadness,0.2816,0.8645,long_term,396.05,True
3599,2025-10-25T23:50:00,conversation,Trial_3599_conversation,surprise,"[""L34.N3583"", ""L35.N3725"", ""L30.N2626"", ""L34.N769"", ""L40.N2729"", ""L46.N2080"", ""L45.N300"", ""L37.N2352"", ""L33.N2579"", ""L38.N180"", ""L40.N2412"", ""L31.N3846"", ""L40.N164""]",surprise,0.3741,0.1233,short_term,518.23,True
3600,2025-10-26T00:00:00,task_completion,Trial_3600_task_completion,sadness,"[""L44.N3681"", ""L33.N1994"", ""L47.N3180"", ""L43.N1312"", ""L41.N862"", ""L30.N3901"", ""L30.N3265""]",sadness,0.0913,0.1993,short_term,538.77,True
3601,2025-10-26T00:10:00,learning_discovery,Trial_3601_learning_discovery,joy,"[""L43.N39"", ""L28.N2487"", ""L31.N3384"", ""L36.N3693"", ""L37.N1280"", ""L24.N2235"", ""L32.N3302"", ""L32.N33"", ""L31.N1824"", ""L27.N3639"", ""L35.N3427"", ""L42.N1254"", ""L44.N2528"", ""L34.N3779"", ""L27.N2795"", ""L40.N1034""]",joy,0.6829,0.3238,long_term,524.0,True
3602,2025-10-26T00:20:00,user_interaction,Trial_3602_user_interaction,neutral,"[""L27.N1274"", ""L41.N2586"", ""L44.N2902"", ""L44.N1199"", ""L28.N2017"", ""L36.N714"", ""L26.N2437"", ""L37.N3461"", ""L36.N2204"", ""L24.N1552"", ""L34.N3706"", ""L25.N3873"", ""L39.N3819"", ""L32.N2171""]",neutral,0.6199,0.5841,long_term,102.99,True
3603,2025-10-26T00:30:00,error_event,Trial_3603_error_event,neutral,"[""L44.N1550"", ""L27.N1879"", ""L36.N3612"", ""L41.N15"", ""L24.N1057"", ""L25.N1487""]",neutral,0.3895,0.5376,short_term,481.88,True
3604,2025-10-26T00:40:00,conversation,Trial_3604_conversation,disgust,"[""L47.N3275"", ""L28.N588"", ""L44.N1062"", ""L24.N560"", ""L36.N3882"", ""L40.N343"", ""L47.N2380"", ""L27.N2948"", ""L46.N845"", ""L39.N3653"", ""L25.N364"", ""L46.N497""]",disgust,0.3387,0.7103,long_term,355.44,True
3605,2025-10-26T00:50:00,creative_output,Trial_3605_creative_output,anger,"[""L40.N3138"", ""L47.N3013"", ""L42.N1121"", ""L45.N1517"", ""L26.N678"", ""L46.N2314"", ""L38.N1309"", ""L41.N1507"", ""L26.N3759""]",anger,0.2964,0.2584,short_term,577.49,True
3606,2025-10-26T01:00:00,task_completion,Trial_3606_task_completion,neutral,"[""L41.N3019"", ""L31.N2253"", ""L30.N2369"", ""L31.N1418"", ""L40.N457"", ""L30.N901"", ""L32.N1938"", ""L28.N3588"", ""L45.N3522"", ""L27.N2315""]",neutral,0.383,0.7244,long_term,562.47,True
3607,2025-10-26T01:10:00,user_interaction,Trial_3607_user_interaction,neutral,"[""L46.N1136"", ""L29.N3997"", ""L28.N507"", ""L33.N1176"", ""L35.N1083"", ""L37.N66"", ""L43.N2627"", ""L27.N2328"", ""L31.N1304"", ""L27.N1565"", ""L42.N334"", ""L36.N1764""]",neutral,0.7811,0.9311,vital,65.42,True
3608,2025-10-26T01:20:00,user_interaction,Trial_3608_user_interaction,anger,"[""L45.N3688"", ""L36.N798"", ""L39.N2108"", ""L36.N2425"", ""L26.N942"", ""L40.N2562"", ""L26.N476"", ""L42.N3843""]",anger,0.1918,0.3962,short_term,323.59,True
3609,2025-10-26T01:30:00,user_interaction,Trial_3609_user_interaction,surprise,"[""L29.N368"", ""L27.N3440"", ""L25.N242"", ""L44.N680"", ""L26.N2284"", ""L47.N189"", ""L41.N728""]",surprise,0.8567,0.4591,long_term,69.92,True
3610,2025-10-26T01:40:00,autonomous_thought,Trial_3610_autonomous_thought,joy,"[""L38.N2366"", ""L30.N85"", ""L31.N214"", ""L46.N4087"", ""L35.N2309"", ""L37.N3355"", ""L28.N4035"", ""L47.N2680"", ""L27.N2588"", ""L32.N2670""]",fear,0.1217,0.3671,short_term,154.38,False
3611,2025-10-26T01:50:00,autonomous_thought,Trial_3611_autonomous_thought,surprise,"[""L27.N3997"", ""L31.N1346"", ""L44.N2852"", ""L26.N314"", ""L43.N446"", ""L32.N162"", ""L33.N3312"", ""L44.N2708"", ""L34.N3304"", ""L34.N2263"", ""L30.N2176"", ""L37.N1150"", ""L34.N926"", ""L37.N3734"", ""L41.N3517""]",surprise,0.249,0.2748,short_term,359.06,True
3612,2025-10-26T02:00:00,task_completion,Trial_3612_task_completion,disgust,"[""L27.N1140"", ""L36.N433"", ""L31.N1463"", ""L47.N135"", ""L39.N3286"", ""L36.N353"", ""L47.N2933"", ""L44.N3580"", ""L36.N1329""]",disgust,0.1497,0.2316,short_term,356.52,True
3613,2025-10-26T02:10:00,user_interaction,Trial_3613_user_interaction,joy,"[""L44.N929"", ""L32.N2968"", ""L32.N3412"", ""L27.N2367"", ""L39.N2072"", ""L31.N518"", ""L36.N1540"", ""L31.N276""]",joy,0.2018,0.2384,short_term,158.89,True
3614,2025-10-26T02:20:00,error_event,Trial_3614_error_event,fear,"[""L46.N2946"", ""L38.N3276"", ""L47.N1216"", ""L38.N2632"", ""L30.N1049"", ""L41.N3399"", ""L38.N1837"", ""L45.N933"", ""L37.N1539"", ""L44.N3023"", ""L37.N2136"", ""L46.N507"", ""L40.N1119"", ""L39.N3137"", ""L24.N2798"", ""L32.N1516"", ""L40.N1314"", ""L29.N2933"", ""L32.N3272""]",fear,0.2005,0.3608,short_term,184.61,True
3615,2025-10-26T02:30:00,memory_recall,Trial_3615_memory_recall,neutral,"[""L33.N4073"", ""L27.N358"", ""L25.N2312"", ""L28.N2025"", ""L32.N280"", ""L31.N1218"", ""L42.N3960"", ""L41.N3565"", ""L34.N3926"", ""L25.N308"", ""L25.N3886"", ""L47.N1596"", ""L41.N3823"", ""L25.N1356"", ""L43.N582"", ""L32.N2418"", ""L25.N53"", ""L24.N1268"", ""L31.N2482""]",neutral,0.1758,0.1889,short_term,305.71,True
3616,2025-10-26T02:40:00,conversation,Trial_3616_conversation,surprise,"[""L26.N655"", ""L44.N2945"", ""L28.N4"", ""L32.N3566"", ""L44.N1018"", ""L39.N2961"", ""L42.N1214"", ""L29.N1342"", ""L40.N2997"", ""L44.N1037"", ""L39.N1""]",surprise,0.7276,0.1609,long_term,275.63,True
3617,2025-10-26T02:50:00,learning_discovery,Trial_3617_learning_discovery,joy,"[""L42.N792"", ""L26.N3462"", ""L26.N1509"", ""L35.N1845"", ""L39.N3475"", ""L28.N3388""]",joy,0.3533,0.5751,short_term,180.43,True
